,name,location,distance,searched_latitude,searched_longitude
3222,The Fumbally,Fumbally Lane,727,53.343368,-6.27012
3223,Bunsen,3 South Anne St,711,53.343368,-6.27012
3224,Bunsen,36 Wexford St,739,53.343368,-6.27012
3225,Coffee Angel,"16 South Anne Street, Dublin 2, D02 VF29",793,53.343368,-6.27012
3226,O'Neill's Pub & Kitchen,2 Suffolk St,619,53.343368,-6.27012
3227,Avoca Café,11-13 Suffolk St,675,53.343368,-6.27012
3228,Kehoe's,9 South Anne St,750,53.343368,-6.27012
3229,Arthur's Pub,28 Thomas St,769,53.343368,-6.27012
3230,The Black Sheep,61 Capel St,708,53.343368,-6.27012
3231,Bóbó's,50-51 Dame St,425,53.343368,-6.27012
3232,Peruke & Periwig,31 Dawson St,850,53.343368,-6.27012
3233,Arisu,119 Capel St,621,53.343368,-6.27012
3234,Cassidy's Bar,27 Westmoreland St,806,53.343368,-6.27012
3235,The Woollen Mills,41/42 Lower Ormond Quay,588,53.343368,-6.27012
3236,Lemon Jelly Cafe,Millennium Walkway,527,53.343368,-6.27012
3237,The Hairy Lemon,Stephen St,477,53.343368,-6.27012
3238,The Quays Irish Restaurant,10-12 Temple Bar Square,524,53.343368,-6.27012
3239,Bowes Lounge,31 Fleet St,849,53.343368,-6.27012
3240,Reyna,29-30 Dame St,469,53.343368,-6.27012
3241,Peploe's,16 St Stephen's Green,902,53.343368,-6.27012
3242,Nando's,12 Saint Andrew's St,533,53.343368,-6.27012
3243,Octagon Bar,"Clarence Hotel, 6-8 Wellington Quay",313,53.343368,-6.27012
3244,Lemon & Duke,Duke Lane 2 Duke Lane Upper Corner of Lemon Street and Duke Lane,748,53.343368,-6.27012
3245,37 Dawson Street,37 Dawson St,823,53.343368,-6.27012
3246,Slattery's,129 Capel St,552,53.343368,-6.27012
3247,PHX Bistro,12 Ellis Quay,696,53.347106,-6.292041
3248,Groundstate Coffee,"48- 50 James’s Street, Dublin, D08 YK6N",489,53.347106,-6.292041
3249,Fish Shop - Benburb Street,76 Benburb St,664,53.347106,-6.292041
3250,Nancy Hands Bar & Restaurant,30-32 Parkgate St,178,53.347106,-6.292041
3251,Container Coffee,161 Thomas St,655,53.347106,-6.292041
3252,Arthur's Pub,28 Thomas St,816,53.347106,-6.292041
3253,L. Mulligan Grocer,18 Stoneybatter,779,53.347106,-6.292041
3254,Slice,"56 Manor Place, Stoneybatter, North",750,53.347106,-6.292041
3255,Frank Ryan & Son,5 Queen St,794,53.347106,-6.292041
3256,Proper Order Coffee Co.,"New Church St, Smithfield",823,53.347106,-6.292041
3257,Itsa,"Royal Hospital, Kilmainham",687,53.347106,-6.292041
3258,Third Space Smithfield,"Unit 14, Smithfield Market",906,53.347106,-6.292041
3259,Grano,"Unit 5, Norseman Court, Manor Street, Stoneybatter, Dublin, Dublin7",776,53.347106,-6.292041
3260,Manning's Bakery,40 Thomas St,932,53.347106,-6.292041
3261,Sparks Bistro,"Unit 3, Block C, Smithfield Village, Dublin 7",970,53.347106,-6.292041
3262,Arthur's Bar,St James's Gate,688,53.347106,-6.292041
3263,The Galway Hooker,Heuston Station,56,53.347106,-6.292041
3264,The Natural Bakery,29 Parkgate St,177,53.347106,-6.292041
3265,Chopped,,897,53.347106,-6.292041
3266,Subway,35 Parkgate St,193,53.347106,-6.292041
3267,Ri Ri Chinese Take Away,34 Parkgate St,197,53.347106,-6.292041
3268,Romayo's,40 Parkgate St,210,53.347106,-6.292041
3269,Gianni's,40 Parkgate St,268,53.347106,-6.292041
3270,Cafe Togo,Unit 5 Heuston Station,70,53.347106,-6.292041
3271,Subway,"Unit 9, Heuston South Quarter",394,53.347106,-6.292041
3272,Fountian Fish N Chips,125 James's St,400,53.347106,-6.292041
3273,"Malt House, The",27 James St,473,53.347106,-6.292041
3274,Coffee District,,478,53.347106,-6.292041
3275,Papa Mio & Tonis Takeaway,93-95 Emmet Rd,528,53.347106,-6.292041
3276,La Cala,12 Ellis Quay,665,53.347106,-6.292041
3277,Arrol Suite,,676,53.347106,-6.292041
3278,Vandal Cafe & Restaurant,151 Thomas Street The Masonry,702,53.347106,-6.292041
3279,Olivo's Fish & Chips,30 Stoneybatter,756,53.347106,-6.292041
3280,New Sunrise Takeaway,88 Manor St,760,53.347106,-6.292041
3281,Kuraudo Sushi & Gyoza,3 Stoneybatter,770,53.347106,-6.292041
3282,Kerala Kitchen,73 Manor St,778,53.347106,-6.292041
3283,Korean Table,50A Manor St,783,53.347106,-6.292041
3284,Java Bay,"56 Manor St, Stoneybatter, Dublin 7",797,53.347106,-6.292041
3285,WokeCup Cafe,"WokeCup Café, 8 Queen Street, Dublin, D07 Y683",803,53.347106,-6.292041
3286,Morelli’s,Thomas st,804,53.347106,-6.292041
3287,Feedme,"Dublin, Dublin City",807,53.347106,-6.292041
3288,Basilico,"Prussia St, Stoneybatter",828,53.347106,-6.292041
3289,Ramen Co,56 Manor St,833,53.347106,-6.292041
3290,BQR Marketfood,3 Prussia St,852,53.347106,-6.292041
3291,Pomona,,870,53.347106,-6.292041
3292,Graze @ the elbow room,,872,53.347106,-6.292041
3293,3rd Still Restaurant,Old Jameson Distillery,993,53.347106,-6.292041
3294,Nutbutter,,894,53.347106,-6.292041
3295,V-Face,"30 N Brunswick St, Stoneybatter",899,53.347106,-6.292041
3296,Grain & Grill,Maldron Hotel Smithfield,944,53.347106,-6.292041
3297,Vintage Cocktail Club,15 Crown Alley,67,53.344603,-6.263371
3298,The Stag's Head,1 Dame Ct,83,53.344603,-6.263371
3299,FXB (Temple Bar),Crow Street,29,53.344603,-6.263371
3300,The Old Storehouse,"3 Crown Alley, Temple Bar",79,53.344603,-6.263371
3301,The Temple Bar,47-48 Temple Bar,111,53.344603,-6.263371
3302,Pho Ta,"Cope St, Temple Bar",68,53.344603,-6.263371
3303,Pichet,14-15 Trinity St,112,53.344603,-6.263371
3304,The Bank on College Green,20-22 College Green,128,53.344603,-6.263371
3305,Murphys Ice Cream,27 Wicklow St,221,53.344603,-6.263371
3306,Kaph,31 Drury St,225,53.344603,-6.263371
3307,The Winding Stair,40 Lower Ormond Quay,223,53.344603,-6.263371
3308,The Porterhouse,16-18 Parliament St,281,53.344603,-6.263371
3309,Cornucopia,19/20 Wicklow St,213,53.344603,-6.263371
3310,The George,89 S Great Georges St,130,53.344603,-6.263371
3311,O'Neill's Pub & Kitchen,2 Suffolk St,188,53.344603,-6.263371
3312,Vice Coffee Inc,"54, Middle Abbey St",374,53.344603,-6.263371
3313,Avoca Café,11-13 Suffolk St,259,53.344603,-6.263371
3314,Bóbó's,50-51 Dame St,54,53.344603,-6.263371
3315,Cassidy's Bar,27 Westmoreland St,346,53.344603,-6.263371
3316,Grogan's Castle Lounge,15 South William St,268,53.344603,-6.263371
3317,The Quays Irish Restaurant,10-12 Temple Bar Square,106,53.344603,-6.263371
3318,Brother Hubbard North,153 Capel St,435,53.344603,-6.263371
3319,Reyna,29-30 Dame St,62,53.344603,-6.263371
3320,Musashi Noodles & Sushi BAR,15 Capel St,411,53.344603,-6.263371
3321,Yamamori Izakaya,12-13 South Great George's St,161,53.344603,-6.263371
3322,Bunsen,3 South Anne St,440,53.344603,-6.263371
3323,Bad Bobs Temple Bar,35-37 Essex St E,179,53.344603,-6.263371
3324,Bowes Lounge,31 Fleet St,381,53.344603,-6.263371
3325,The Market Bar,14A Fade St,256,53.344603,-6.263371
3326,The Woollen Mills,41/42 Lower Ormond Quay,239,53.344603,-6.263371
3327,Coffee Angel,"16 South Anne Street, Dublin 2, D02 VF29",494,53.344603,-6.263371
3328,Kehoe's,9 South Anne St,464,53.344603,-6.263371
3329,Costa Coffee,3 College Green,137,53.344603,-6.263371
3330,Nando's,12 Saint Andrew's St,168,53.344603,-6.263371
3331,Sano Pizza,2 Exchange Street Upper Corner of Dame St and Exchange St Upper,303,53.344603,-6.263371
3332,Oliver St John Gogarty,18/21 Anglesea st,155,53.344603,-6.263371
3333,The Church,Junction Mary & Jervis Sts,497,53.344603,-6.263371
3334,Peruke & Periwig,31 Dawson St,595,53.344603,-6.263371
3335,Shoe Lane Coffee,7 Tara St,618,53.344603,-6.263371
3336,Lemon Jelly Cafe,Millennium Walkway,314,53.344603,-6.263371
3337,Lemon & Duke,Duke Lane 2 Duke Lane Upper Corner of Lemon Street and Duke Lane,430,53.344603,-6.263371
3338,Darkey Kellys,Fishamble St,446,53.344603,-6.263371
3339,Peploe's,16 St Stephen's Green,669,53.344603,-6.263371
3340,The Flowing Tide,9 Lower Abbey St,595,53.344603,-6.263371
3341,Fitzgerald's,22 Aston Quay,336,53.344603,-6.263371
3342,37 Dawson Street,37 Dawson St,548,53.344603,-6.263371
3343,The Hairy Lemon,Stephen St,382,53.344603,-6.263371
3344,The Bankers,16 Trinity St,93,53.344603,-6.263371
3345,The Black Sheep,61 Capel St,681,53.344603,-6.263371
3346,Hard Rock Cafe,"12 Fleet Street, Temple Bar",218,53.344603,-6.263371
3347,Brother Hubbard North,153 Capel St,306,53.346874,-6.272976
3348,Musashi Noodles & Sushi BAR,15 Capel St,320,53.346874,-6.272976
3349,The Porterhouse,16-18 Parliament St,409,53.346874,-6.272976
3350,The Black Sheep,61 Capel St,408,53.346874,-6.272976
3351,The Church,Junction Mary & Jervis Sts,457,53.346874,-6.272976
3352,Arisu,119 Capel St,350,53.346874,-6.272976
3353,The Winding Stair,40 Lower Ormond Quay,610,53.346874,-6.272976
3354,The Temple Bar,47-48 Temple Bar,603,53.346874,-6.272976
3355,Darkey Kellys,Fishamble St,381,53.346874,-6.272976
3356,Vintage Cocktail Club,15 Crown Alley,699,53.346874,-6.272976
3357,Vice Coffee Inc,"54, Middle Abbey St",715,53.346874,-6.272976
3358,The Stag's Head,1 Dame Ct,710,53.346874,-6.272976
3359,Sano Pizza,2 Exchange Street Upper Corner of Dame St and Exchange St Upper,447,53.346874,-6.272976
3360,The Old Storehouse,"3 Crown Alley, Temple Bar",706,53.346874,-6.272976
3361,FXB (Temple Bar),Crow Street,658,53.346874,-6.272976
3362,Arthur's Pub,28 Thomas St,713,53.346874,-6.272976
3363,Kaph,31 Drury St,808,53.346874,-6.272976
3364,Slattery's,129 Capel St,311,53.346874,-6.272976
3365,Murphys Ice Cream,27 Wicklow St,877,53.346874,-6.272976
3366,Bad Bobs Temple Bar,35-37 Essex St E,506,53.346874,-6.272976
3367,Pho Ta,"Cope St, Temple Bar",722,53.346874,-6.272976
3368,Lemon Jelly Cafe,Millennium Walkway,505,53.346874,-6.272976
3369,Pichet,14-15 Trinity St,789,53.346874,-6.272976
3370,The George,89 S Great Georges St,654,53.346874,-6.272976
3371,The Bank on College Green,20-22 College Green,813,53.346874,-6.272976
3372,The Woollen Mills,41/42 Lower Ormond Quay,641,53.346874,-6.272976
3373,Cassidy's Bar,27 Westmoreland St,926,53.346874,-6.272976
3374,Cornucopia,19/20 Wicklow St,871,53.346874,-6.272976
3375,Gino's Gelato,41 Henry St,796,53.346874,-6.272976
3376,Container Coffee,161 Thomas St,829,53.346874,-6.272976
3377,Grogan's Castle Lounge,15 South William St,863,53.346874,-6.272976
3378,Proper Order Coffee Co.,"New Church St, Smithfield",448,53.346874,-6.272976
3379,The Market Bar,14A Fade St,781,53.346874,-6.272976
3380,O'Neill's Pub & Kitchen,2 Suffolk St,873,53.346874,-6.272976
3381,Avoca Café,11-13 Suffolk St,943,53.346874,-6.272976
3382,Yamamori Izakaya,12-13 South Great George's St,691,53.346874,-6.272976
3383,The Quays Irish Restaurant,10-12 Temple Bar Square,670,53.346874,-6.272976
3384,The Fourth Corner,50 Patrick St,876,53.346874,-6.272976
3385,Bóbó's,50-51 Dame St,673,53.346874,-6.272976
3386,Reyna,29-30 Dame St,723,53.346874,-6.272976
3387,Octagon Bar,"Clarence Hotel, 6-8 Wellington Quay",453,53.346874,-6.272976
3388,Oliver St John Gogarty,18/21 Anglesea st,755,53.346874,-6.272976
3389,Nando's,12 Saint Andrew's St,824,53.346874,-6.272976
3390,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",863,53.346874,-6.272976
3391,The Hairy Lemon,Stephen St,872,53.346874,-6.272976
3392,Zaytoon,14/15 Parliament St,429,53.346874,-6.272976
3393,Costa Coffee,3 College Green,820,53.346874,-6.272976
3394,Govindas,83 Middle Abbey St,832,53.346874,-6.272976
3395,Woolshed Baa & Grill,Unit 4 Parnell Centre Parnell St,531,53.346874,-6.272976
3396,Fitzgerald's,22 Aston Quay,882,53.346874,-6.272976
3397,Pickle,Camden St,29,53.334123,-6.265436
3398,Brother Hubbard South,46 Harrington St,160,53.334123,-6.265436
3399,Sophie's Dublin,33 Harcourt St,167,53.334123,-6.265436
3400,Bunsen,36 Wexford St,350,53.334123,-6.265436
3401,The Bleeding Horse,24 Camden Street Upper,67,53.334123,-6.265436
3402,Las Tapas de Lola,12 Wexford St,310,53.334123,-6.265436
3403,Alma.,12 South Circular Rd,301,53.334123,-6.265436
3404,Richmond,S Richmond St,344,53.334123,-6.265436
3405,Little Bird,82 South Circular Rd,589,53.334123,-6.265436
3406,The Fumbally,Fumbally Lane,591,53.334123,-6.265436
3407,Aoki Sushi,"63 Richmond St S, Saint Kevin's, Dublin 2, Dublin, D2",217,53.334123,-6.265436
3408,The Barge,42 Charlemont St,506,53.334123,-6.265436
3409,Peruke & Periwig,31 Dawson St,805,53.334123,-6.265436
3410,Peploe's,16 St Stephen's Green,758,53.334123,-6.265436
3411,Bunsen,3 South Anne St,861,53.334123,-6.265436
3412,Coffee Angel,"16 South Anne Street, Dublin 2, D02 VF29",891,53.334123,-6.265436
3413,The Orange Tree Bakery,"Rathmines, Dublin, Dublin 6",862,53.334123,-6.265436
3414,Kaph,31 Drury St,951,53.334123,-6.265436
3415,The Fourth Corner,50 Patrick St,706,53.334123,-6.265436
3416,SOLE Seafood & Grill,"18-19 South William Street, Dublin, D02 KV76",894,53.334123,-6.265436
3417,Kehoe's,9 South Anne St,875,53.334123,-6.265436
3418,Two Pups Coffee,74 Francis St,783,53.334123,-6.265436
3419,Xian Street Food,28 Anne Street South,853,53.334123,-6.265436
3420,Caffè Nero,14-15 Camden St,163,53.334123,-6.265436
3421,Grogan's Castle Lounge,15 South William St,922,53.334123,-6.265436
3422,37 Dawson Street,37 Dawson St,845,53.334123,-6.265436
3423,9 Below,9 St Stephen's Green,736,53.334123,-6.265436
3424,Doheny & Nesbitt,5 Baggot Street Lower,940,53.334123,-6.265436
3425,Matt The Thresher,"31-32, Lower Pembroke St",963,53.334123,-6.265436
3426,The Market Bar,14A Fade St,916,53.334123,-6.265436
3427,Bang Restaurant,11 Merrion Row,856,53.334123,-6.265436
3428,M O'Briens Full Bar And Lounge,8 Sussex Terrace,972,53.334123,-6.265436
3429,Lemon & Duke,Duke Lane 2 Duke Lane Upper Corner of Lemon Street and Duke Lane,930,53.334123,-6.265436
3430,The Ivy Dublin,13-17 Dawson St,948,53.334123,-6.265436
3431,The Hairy Lemon,Stephen St,790,53.334123,-6.265436
3432,FXB Steak & Seafood,1A Lwr Pembroke St,962,53.334123,-6.265436
3433,Tenters Gastropub,Dublin,750,53.334123,-6.265436
3434,Caffè Nero,51-52 S King St,724,53.334123,-6.265436
3435,The Coburg Brasserie,Conrad Hotel,549,53.334123,-6.265436
3436,Bar Rua,32 Clarendon St,789,53.334123,-6.265436
3437,Bruxelles,7-8 Harry St,852,53.334123,-6.265436
3438,The Garden Room,"The Merrion Hotel, 21-24 Upper Merrion St",985,53.334123,-6.265436
3439,Zozimus,"Centenary House, Anne's Lane",818,53.334123,-6.265436
3440,Metro Cafe,43 South William St,798,53.334123,-6.265436
3441,Gourmet Burger Kitchen (GBK),5 South Anne St,876,53.334123,-6.265436
3442,Five Guys,56 South Great George's St,876,53.334123,-6.265436
3443,The Bailey,1-4 Duke St,957,53.334123,-6.265436
3444,Marks & Spencer,15-20 Grafton St,982,53.334123,-6.265436
3445,Charlemont Bar & Bistro,"Hilton Hotel Charlemont Place, City Centre South, City Centre",549,53.334123,-6.265436
3446,Madigan’s,104 Leeson St,588,53.334123,-6.265436
3447,Canal Bank Café,146 Upper Leeson St,152,53.332383,-6.252717
3448,M O'Briens Full Bar And Lounge,8 Sussex Terrace,142,53.332383,-6.252717
3449,The Little Kitchen,129 Upper Leeson St,234,53.332383,-6.252717
3450,Matt The Thresher,"31-32, Lower Pembroke St",522,53.332383,-6.252717
3451,Sophie's Dublin,33 Harcourt St,789,53.332383,-6.252717
3452,The Barge,42 Charlemont St,561,53.332383,-6.252717
3453,Chopped,148 Baggot Street Lower,632,53.332383,-6.252717
3454,Doheny & Nesbitt,5 Baggot Street Lower,630,53.332383,-6.252717
3455,Hang Dai Chinese,20 Camden Street Lower,873,53.332383,-6.252717
3456,FXB Steak & Seafood,1A Lwr Pembroke St,550,53.332383,-6.252717
3457,Brother Hubbard South,46 Harrington St,847,53.332383,-6.252717
3458,B Bar,Sussex Rd,354,53.332383,-6.252717
3459,Caffè Nero,5 Merrion Row,678,53.332383,-6.252717
3460,Taphouse,60 Ranelagh,813,53.332383,-6.252717
3461,Peruke & Periwig,31 Dawson St,939,53.332383,-6.252717
3462,Grove Road Cafe,1 Lower Rathmines Rd,828,53.332383,-6.252717
3463,Pickle,Camden St,838,53.332383,-6.252717
3464,Peploe's,16 St Stephen's Green,863,53.332383,-6.252717
3465,Richmond,S Richmond St,807,53.332383,-6.252717
3466,Bang Restaurant,11 Merrion Row,686,53.332383,-6.252717
3467,Bunsen Ranelagh,97 Ranelagh Dublin 6,924,53.332383,-6.252717
3468,Las Tapas de Lola,12 Wexford St,986,53.332383,-6.252717
3469,Doolally,27th Richmond St,805,53.332383,-6.252717
3470,The Coburg Brasserie,Conrad Hotel,411,53.332383,-6.252717
3471,The Garden Room,"The Merrion Hotel, 21-24 Upper Merrion St",677,53.332383,-6.252717
3472,37 Dawson Street,37 Dawson St,989,53.332383,-6.252717
3473,Asahi Asian Street Food,Charlemont House 33 Charlemont Street Dublin 2,584,53.332383,-6.252717
3474,The Bleeding Horse,24 Camden Street Upper,818,53.332383,-6.252717
3475,9 Below,9 St Stephen's Green,955,53.332383,-6.252717
3476,Aoki Sushi,"63 Richmond St S, Saint Kevin's, Dublin 2, Dublin, D2",812,53.332383,-6.252717
3477,The 51 Bar,51 Haddington Rd,726,53.332383,-6.252717
3478,Dillinger's,47 Ranelagh,842,53.332383,-6.252717
3479,Smyth's of Ranelagh,75-77 Ranelagh,915,53.332383,-6.252717
3480,Di luca,"10 Harcourt Street, Dublin, Dublin 2",870,53.332383,-6.252717
3481,Angelina's,55 Percy Pl,609,53.332383,-6.252717
3482,FIRE Steakhouse and Bar,Dawson Street The Mansion House,966,53.332383,-6.252717
3483,Devitt's Pub,78 Lwr Camden St,916,53.332383,-6.252717
3484,Morton's,"Mortons Station Building, Park Pl, Hatch St",656,53.332383,-6.252717
3485,Caffè Nero,14-15 Camden St,912,53.332383,-6.252717
3486,Mister S,32 Camden Street Lower,853,53.332383,-6.252717
3487,McGrattans Cafe Bar,"76 Fitzwilliam Lane, Baggot St",698,53.332383,-6.252717
3488,Charlemont Bar & Bistro,"Hilton Hotel Charlemont Place, City Centre South, City Centre",465,53.332383,-6.252717
3489,Madigan’s,104 Leeson St,489,53.332383,-6.252717
3490,Sprezzatura,Grantham St,898,53.332383,-6.252717
3491,Foley's Bar,1 Merrion Row,660,53.332383,-6.252717
3492,Mak at D6,"51 Fields Terrace, Charleston Rd",828,53.332383,-6.252717
3493,Indo Chine,133 Leeson Street Upper,213,53.332383,-6.252717
3494,Lemuel's,"The Conrad Hotel, Earlsfort Terrace",425,53.332383,-6.252717
3495,Yoi Izakaya,,489,53.332383,-6.252717
3496,Margadh,15 Ely Place,527,53.332383,-6.252717
3497,Canal Bank Café,146 Upper Leeson St,349,53.333653,-6.248345
3498,M O'Briens Full Bar And Lounge,8 Sussex Terrace,338,53.333653,-6.248345
3499,Matt The Thresher,"31-32, Lower Pembroke St",440,53.333653,-6.248345
3500,The Little Kitchen,129 Upper Leeson St,418,53.333653,-6.248345
3501,FXB Steak & Seafood,1A Lwr Pembroke St,472,53.333653,-6.248345
3502,Doheny & Nesbitt,5 Baggot Street Lower,575,53.333653,-6.248345
3503,Chopped,148 Baggot Street Lower,595,53.333653,-6.248345
3504,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,804,53.333653,-6.248345
3505,"The Schoolhouse Hotel, Ballsbridge, Dublin 4","2-8 Northumberland Road, Ballsbridge, Dublin 4",711,53.333653,-6.248345
3506,Caffè Nero,5 Merrion Row,658,53.333653,-6.248345
3507,B Bar,Sussex Rd,391,53.333653,-6.248345
3508,Paulie's Pizza,58 Upper Grand Canal St,990,53.333653,-6.248345
3509,Peruke & Periwig,31 Dawson St,984,53.333653,-6.248345
3510,Peploe's,16 St Stephen's Green,917,53.333653,-6.248345
3511,The 51 Bar,51 Haddington Rd,405,53.333653,-6.248345
3512,Bang Restaurant,11 Merrion Row,681,53.333653,-6.248345
3513,The Garden Room,"The Merrion Hotel, 21-24 Upper Merrion St",603,53.333653,-6.248345
3514,Angelina's,55 Percy Pl,287,53.333653,-6.248345
3515,The Barge,42 Charlemont St,883,53.333653,-6.248345
3516,Sprout & Co Kitchen,"19 Exchequer Street, Dublin 2, Dublin City, Ireland",669,53.333653,-6.248345
3517,The Ginger Man,40 Fenian St,915,53.333653,-6.248345
3518,Osteria Lucio,"The Malting Tower Clanwilliam Terrace, Grand Canal Dock, South",934,53.333653,-6.248345
3519,The Coburg Brasserie,Conrad Hotel,607,53.333653,-6.248345
3520,Orchid Szechuan Restaurant,120 Pembroke Rd,812,53.333653,-6.248345
3521,Kennedy's,30-32 Westland Row,950,53.333653,-6.248345
3522,Asahi Asian Street Food,Charlemont House 33 Charlemont Street Dublin 2,903,53.333653,-6.248345
3523,Hansel and Gretel Bakery & Patisserie,20 Clare St,887,53.333653,-6.248345
3524,Morton's,"Mortons Station Building, Park Pl, Hatch St",936,53.333653,-6.248345
3525,McGrattans Cafe Bar,"76 Fitzwilliam Lane, Baggot St",583,53.333653,-6.248345
3526,Foley's Bar,1 Merrion Row,631,53.333653,-6.248345
3527,Madigan’s,104 Leeson St,633,53.333653,-6.248345
3528,Charlemont Bar & Bistro,"Hilton Hotel Charlemont Place, City Centre South, City Centre",787,53.333653,-6.248345
3529,Yoi Izakaya,,175,53.333653,-6.248345
3530,Bunsen,Upper Baggot St,309,53.333653,-6.248345
3531,Indo Chine,133 Leeson Street Upper,416,53.333653,-6.248345
3532,Bear Market Coffee,1A Pembroke Street Lower,464,53.333653,-6.248345
3533,Zakura Sushi,Dublin,513,53.333653,-6.248345
3534,Margadh,15 Ely Place,559,53.333653,-6.248345
3535,Lemuel's,"The Conrad Hotel, Earlsfort Terrace",631,53.333653,-6.248345
3536,The Terrace,"The Merrion Hotel, 21-24 Upper Merrion St",633,53.333653,-6.248345
3537,The Carriage,Dublin,907,53.333653,-6.248345
3538,House,,485,53.333653,-6.248345
3539,IL Capo Italian Pizza & Pasta,62 Talbot St,244,53.351464,-6.255265
3540,The Brew Dock,1 Amiens St,322,53.351464,-6.255265
3541,Shoe Lane Coffee,7 Tara St,479,53.351464,-6.255265
3542,The Flowing Tide,9 Lower Abbey St,340,53.351464,-6.255265
3543,Vice Coffee Inc,"54, Middle Abbey St",612,53.351464,-6.255265
3544,Madigan's,19 O'Connell St,358,53.351464,-6.255265
3545,The Wiley Fox,28 Eden Quay,349,53.351464,-6.255265
3546,Gino's Gelato,41 Henry St,484,53.351464,-6.255265
3547,Cassidy's Bar,27 Westmoreland St,621,53.351464,-6.255265
3548,Bowes Lounge,31 Fleet St,651,53.351464,-6.255265
3549,Urban Brewing,"Vault C, The chq Building, Custom House Quay, IFSC, Dublin, Dublin 1",531,53.351464,-6.255265
3550,The Winding Stair,40 Lower Ormond Quay,782,53.351464,-6.255265
3551,Vintage Cocktail Club,15 Crown Alley,865,53.351464,-6.255265
3552,El Grito Mexican Taqueria,20 Mountjoy Square East,669,53.351464,-6.255265
3553,The Old Storehouse,"3 Crown Alley, Temple Bar",853,53.351464,-6.255265
3554,The Church,Junction Mary & Jervis Sts,823,53.351464,-6.255265
3555,The Temple Bar,47-48 Temple Bar,890,53.351464,-6.255265
3556,Bread 41,"41 Pearse Street, Dublin, Dublin 2",777,53.351464,-6.255265
3557,Musashi Noodles & Sushi BAR,15 Capel St,989,53.351464,-6.255265
3558,The Bank on College Green,20-22 College Green,902,53.351464,-6.255265
3559,Govindas,83 Middle Abbey St,499,53.351464,-6.255265
3560,Pho Ta,"Cope St, Temple Bar",867,53.351464,-6.255265
3561,FXB (Temple Bar),Crow Street,951,53.351464,-6.255265
3562,Pichet,14-15 Trinity St,958,53.351464,-6.255265
3563,The Black Sheep,61 Capel St,935,53.351464,-6.255265
3564,The Woollen Mills,41/42 Lower Ormond Quay,746,53.351464,-6.255265
3565,Avoca Café,11-13 Suffolk St,940,53.351464,-6.255265
3566,Fitzgerald's,22 Aston Quay,607,53.351464,-6.255265
3567,O'Neill's Pub & Kitchen,2 Suffolk St,920,53.351464,-6.255265
3568,Wallace's Asti,"15 Russel St, Behan Square",830,53.351464,-6.255265
3569,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",655,53.351464,-6.255265
3570,The Silver Penny (Wetherspoon),Abbey St Lower,277,53.351464,-6.255265
3571,Arisu,119 Capel St,951,53.351464,-6.255265
3572,Lemon Jelly Cafe,Millennium Walkway,822,53.351464,-6.255265
3573,The Quays Irish Restaurant,10-12 Temple Bar Square,838,53.351464,-6.255265
3574,Honey Truffle,45 Pearse St,916,53.351464,-6.255265
3575,Oliver St John Gogarty,18/21 Anglesea st,778,53.351464,-6.255265
3576,Bad Bobs Temple Bar,35-37 Essex St E,997,53.351464,-6.255265
3577,Drunken Fish,Lwr Mayor St,753,53.351464,-6.255265
3578,O'Connells,"30 Bachelors Walk | Beside O'connell Bridge, Dublin Dublin 1",559,53.351464,-6.255265
3579,Costa Coffee,3 College Green,885,53.351464,-6.255265
3580,Bóbó's,50-51 Dame St,987,53.351464,-6.255265
3581,Hard Rock Cafe,"12 Fleet Street, Temple Bar",723,53.351464,-6.255265
3582,Reyna,29-30 Dame St,975,53.351464,-6.255265
3583,Slattery's,129 Capel St,971,53.351464,-6.255265
3584,The Gin Palace,42 Middle Abbey St,687,53.351464,-6.255265
3585,Woolshed Baa & Grill,Unit 4 Parnell Centre Parnell St,798,53.351464,-6.255265
3586,The Bankers,16 Trinity St,952,53.351464,-6.255265
3587,Koffee & Kale,21b Hill St,603,53.351464,-6.255265
3588,Bunsen,53 Dame St,992,53.351464,-6.255265
3589,La Pausa Caffe,1b-2 Blessington St,545,53.356307,-6.273717
3590,BoCo,"57 Bolton Street, Dublin, D01 CK40",603,53.356307,-6.273717
3591,Chapter One Restaurant,18/19 Parnell Square,690,53.356307,-6.273717
3592,Blas Cafe,26 Kings Inn St,683,53.356307,-6.273717
3593,The Black Sheep,61 Capel St,795,53.356307,-6.273717
3594,The Bald Eagle,http://thebaldeagle.ie,859,53.356307,-6.273717
3595,Lovinspoon,13 North Fredrick St,605,53.356307,-6.273717
3596,Clarkes Bakery,54 Cabra Rd,829,53.356307,-6.273717
3597,The Church,Junction Mary & Jervis Sts,973,53.356307,-6.273717
3598,Aobaba,46A Capel St,894,53.356307,-6.273717
3599,Hop House,160 Parnell St,934,53.356307,-6.273717
3600,Arisu,119 Capel St,879,53.356307,-6.273717
3601,Slice,"56 Manor Place, Stoneybatter, North",855,53.356307,-6.273717
3602,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",697,53.356307,-6.273717
3603,Hilan Chinese & Korean Restaurant,45 Capel St,909,53.356307,-6.273717
3604,Cafe Oasis,54 King Street North,724,53.356307,-6.273717
